ID,PERIOD,GAME_CLOCK,GAME_CLOCK_SECONDS,SHOT_CLOCK,DRIBBLES,TOUCH_TIME,SHOT_DIST,PTS_TYPE,CLOSE_DEF_DIST,PLAYER,PLAYER_ID,DEFENDER,DEFENDER_ID,PLAYER_HEIGHT,DEFENDER_HEIGHT,HEIGHT_DIFF,PLAYER_AGE,DEFENDER_AGE,AGE_DIFF,PLAYER_WEIGHT,DEFENDER_WEIGHT,WEIGHT_DIFF,PLAYER_EXPERIENCE,DEFENDER_EXPERIENCE,EXPERIENCE_DIFF,SHOT_RESULT
19667,3,11:23,683.0,9.1,0,4.7,5.1816,0,0.97536,gasol,132,drummond,106,210.0,207.5,2.5,35.0,22.0,13.0,112.5,125.55,-13.049999999999995,13.0,2.0,11.0,0
8707,3,7:46,466.0,5.9,0,8.1,4.29768,0,1.0668,aldridge,7,ibaka,172,207.5,205.0,2.5,30.0,26.0,4.0,117.0,105.75,11.25,8.0,5.0,3.0,0
2948,1,2:13,133.0,17.9,0,0.8,7.43712,1,1.09728,morris,246,lee,206,202.5,192.5,10.0,26.0,30.0,-4.0,105.75,90.0,15.75,3.0,6.0,-3.0,0
324,2,10:56,656.0,7.1,0,4.6,7.9248,1,1.524,green,144,hickson,162,197.5,202.5,-5.0,29.0,27.0,2.0,92.25,108.9,-16.650000000000006,7.0,6.0,1.0,1
1934,2,11:27,687.0,22.3,0,0.2,0.85344,0,0.6096,johnson,185,lee,206,202.5,192.5,10.0,28.0,30.0,-2.0,112.5,90.0,22.5,5.0,6.0,-1.0,0
16808,2,10:02,602.0,13.2,0,0.9,7.863840000000001,1,1.92024,anderson,12,collison,79,205.0,180.0,25.0,27.0,28.0,-1.0,108.0,78.75,29.25,6.0,5.0,1.0,0
19946,3,8:45,525.0,11.0,2,3.8,4.907280000000001,0,1.61544,anderson,12,noah,256,205.0,207.5,-2.5,27.0,30.0,-3.0,108.0,103.5,4.5,6.0,7.0,-1.0,0
1258,1,9:54,594.0,18.9,0,0.8,7.58952,1,0.70104,lillard,210,bledsoe,43,187.5,182.5,5.0,25.0,26.0,-1.0,87.75,85.5,2.25,2.0,4.0,-2.0,1
11699,4,6:01,361.0,10.4,5,5.6,1.88976,0,0.6096,aldridge,7,koufos,198,207.5,210.0,-2.5,30.0,26.0,4.0,117.0,119.25,-2.25,8.0,6.0,2.0,1
3084,1,6:15,375.0,7.9,5,5.4,7.193280000000001,0,0.88392,williams,328,roberts,288,182.5,182.5,0.0,33.0,30.0,3.0,89.1,77.85,11.25,11.0,2.0,9.0,0
18313,3,11:49,709.0,12.9,0,1.0,7.43712,1,3.6576,johnson,185,thomas,318,197.5,172.5,25.0,34.0,26.0,8.0,108.0,83.25,24.75,13.0,3.0,10.0,1
17378,1,9:37,577.0,11.5,4,5.0,7.0408800000000005,0,1.4935200000000002,lillard,210,collison,79,187.5,180.0,7.5,25.0,28.0,-3.0,87.75,78.75,9.0,2.0,5.0,-3.0,0
18291,3,8:03,483.0,6.2,1,1.6,2.4079200000000003,0,0.762,barnes,26,johnson,185,200.0,202.5,-2.5,23.0,28.0,-5.0,94.5,108.0,-13.5,2.0,9.0,-7.0,0
8280,1,6:00,360.0,14.3,2,2.5,2.25552,0,0.7315200000000001,curry,88,chandler,72,187.5,212.5,-25.0,27.0,33.0,-6.0,85.5,108.0,-22.5,5.0,13.0,-8.0,0
8134,4,0:34,34.0,20.0,7,5.5,3.56616,0,1.4935200000000002,butler,60,speights,308,197.5,205.0,-7.5,26.0,28.0,-2.0,99.0,114.75,-15.75,3.0,6.0,-3.0,0
268,5,0:28,28.0,5.1,2,6.1,5.36448,0,2.86512,james,179,snell,307,200.0,197.5,2.5,31.0,24.0,7.0,112.5,90.0,22.5,11.0,1.0,10.0,0
17817,3,6:43,403.0,16.6,0,1.1,1.34112,0,0.9144,gasol,132,miller,239,212.5,187.5,25.0,30.0,39.0,-9.0,114.75,90.0,24.75,6.0,15.0,-9.0,1
17335,1,9:11,551.0,6.9,0,0.8,4.05384,0,3.01752,hill,163,green,144,205.0,195.0,10.0,28.0,28.0,0.0,105.75,96.75,9.0,5.0,5.0,0.0,1
12602,3,10:48,648.0,12.5,1,5.0,1.00584,0,0.57912,jefferson,180,lopez,213,205.0,210.0,-5.0,30.0,27.0,3.0,130.05,123.75,6.300000000000011,10.0,6.0,4.0,1
15592,3,8:48,528.0,14.1,2,4.0,5.6692800000000005,0,1.00584,hill,163,redick,283,197.5,190.0,7.5,24.0,31.0,-7.0,101.25,85.5,15.75,1.0,8.0,-7.0,0
1163,3,9:04,544.0,8.0,0,1.4,8.01624,1,1.3716000000000002,williams,328,kidd-gilchrist,193,182.5,197.5,-15.0,29.0,22.0,7.0,78.75,104.4,-25.65000000000001,9.0,2.0,7.0,0
5058,5,1:30,90.0,3.4,0,0.6,6.15696,0,2.4079200000000003,aldridge,7,jordan,187,207.5,207.5,0.0,30.0,27.0,3.0,117.0,119.25,-2.25,8.0,6.0,2.0,0
409,1,2:26,146.0,6.9,0,0.9,0.7924800000000001,0,1.00584,davis,92,aminu,9,205.0,202.5,2.5,26.0,25.0,1.0,108.0,99.0,9.0,4.0,4.0,0.0,1
1580,2,8:40,520.0,24.0,1,0.7,0.6400800000000001,0,1.12776,davis,92,carter,68,205.0,195.0,10.0,22.0,38.0,-16.0,113.85,99.0,14.849999999999994,2.0,16.0,-14.0,1
8418,2,5:53,353.0,14.2,0,0.6,0.762,0,1.58496,davis,92,o'quinn,261,205.0,205.0,0.0,22.0,25.0,-3.0,113.85,112.5,1.3499999999999943,2.0,2.0,0.0,1
14749,2,0:08,8.0,2.0,0,4.2,5.7912,0,1.4935200000000002,james,179,caldwell-pope,64,200.0,192.5,7.5,31.0,22.0,9.0,112.5,92.25,20.25,11.0,1.0,10.0,1
13891,3,9:19,559.0,7.0,1,2.6,2.77368,0,0.67056,davis,92,dunleavy,109,205.0,202.5,2.5,26.0,35.0,-9.0,108.0,103.5,4.5,4.0,12.0,-8.0,1
15313,1,9:38,578.0,13.4,1,4.8,1.9812,0,0.7315200000000001,aldridge,7,davis,92,207.5,205.0,2.5,30.0,22.0,8.0,117.0,113.85,3.1500000000000057,8.0,2.0,6.0,0
10603,4,5:15,315.0,5.7,8,7.7,4.45008,0,1.24968,harden,150,nowitzki,260,192.5,210.0,-17.5,26.0,37.0,-11.0,99.0,110.25,-11.25,5.0,16.0,-11.0,0
1854,2,7:38,458.0,20.1,0,0.7,6.797040000000001,1,1.79832,williams,328,korver,197,182.5,197.5,-15.0,29.0,34.0,-5.0,78.75,95.4,-16.650000000000006,9.0,11.0,-2.0,0
19467,3,0:31,31.0,16.1,0,0.7,6.949440000000001,1,1.40208,green,144,papanikolaou,265,197.5,200.0,-2.5,25.0,25.0,0.0,103.5,101.25,2.25,2.0,0.0,2.0,0
9453,2,3:36,216.0,13.0,2,2.3,2.04216,0,0.0,harden,150,mclemore,233,192.5,192.5,0.0,26.0,22.0,4.0,99.0,87.75,11.25,5.0,1.0,4.0,0
4111,3,11:20,680.0,9.4,1,3.2,6.431280000000001,0,1.40208,johnson,185,chandler,72,197.5,212.5,-15.0,28.0,33.0,-5.0,96.75,108.0,-11.25,4.0,13.0,-9.0,1
14691,1,11:38,698.0,18.5,0,0.7,3.4747200000000005,0,1.9812,barnes,26,redick,283,200.0,190.0,10.0,23.0,31.0,-8.0,94.5,85.5,9.0,2.0,8.0,-6.0,0
13289,1,7:04,424.0,14.5,0,0.8,7.802880000000001,1,1.2192,thompson,319,ariza,16,197.5,200.0,-2.5,25.0,30.0,-5.0,96.75,96.75,0.0,3.0,10.0,-7.0,0
12889,3,11:04,664.0,16.8,9,7.1,1.61544,0,0.42672,curry,88,bonner,46,187.5,205.0,-17.5,27.0,35.0,-8.0,85.5,105.75,-20.25,5.0,10.0,-5.0,1
9525,1,9:13,553.0,5.1,1,1.5,4.968240000000001,0,0.88392,butler,60,hill,163,197.5,187.5,10.0,26.0,29.0,-3.0,99.0,84.6,14.400000000000006,3.0,6.0,-3.0,1
3727,2,3:58,238.0,11.5,0,0.8,8.5344,1,1.7373600000000002,johnson,185,green,144,197.5,195.0,2.5,34.0,28.0,6.0,108.0,96.75,11.25,13.0,5.0,8.0,0
5115,3,8:38,518.0,10.0,0,1.0,5.974080000000001,0,2.16408,davis,92,chandler,72,205.0,212.5,-7.5,22.0,33.0,-11.0,113.85,108.0,5.849999999999994,2.0,13.0,-11.0,0
16450,1,1:09,69.0,10.0,0,1.6,1.88976,0,0.5181600000000001,gasol,132,dieng,100,212.5,207.5,5.0,30.0,25.0,5.0,114.75,108.45,6.299999999999997,6.0,1.0,5.0,0
10107,3,0:42,42.0,5.9,6,6.4,3.56616,0,1.24968,thompson,319,nelson,254,197.5,180.0,17.5,25.0,33.0,-8.0,96.75,85.5,11.25,3.0,10.0,-7.0,0
7358,4,0:34,34.0,11.3,2,4.3,6.97992,0,0.0,hill,163,augustin,19,197.5,180.0,17.5,24.0,28.0,-4.0,101.25,82.35,18.90000000000001,1.0,6.0,-5.0,1
2814,2,1:31,91.0,19.8,2,4.6,3.41376,0,0.97536,james,179,dunleavy,109,200.0,202.5,-2.5,31.0,35.0,-4.0,112.5,103.5,9.0,11.0,12.0,-1.0,1
10668,3,5:28,328.0,11.4,2,2.0,6.7056,0,1.43256,harris,152,jack,177,187.5,187.5,0.0,32.0,32.0,0.0,86.4,90.0,-3.5999999999999943,10.0,9.0,1.0,1
13229,1,6:31,391.0,20.0,2,4.0,8.077200000000001,1,2.01168,curry,88,exum,116,187.5,195.0,-7.5,27.0,20.0,7.0,85.5,85.5,0.0,5.0,0.0,5.0,0
17996,1,6:24,384.0,16.3,10,8.1,3.1394400000000005,0,0.4572,lillard,210,conley,80,187.5,182.5,5.0,25.0,28.0,-3.0,87.75,78.75,9.0,2.0,7.0,-5.0,1
11814,3,4:57,297.0,14.8,1,1.3,1.43256,0,0.54864,green,144,mozgov,249,197.5,212.5,-15.0,25.0,29.0,-4.0,103.5,123.75,-20.25,2.0,4.0,-2.0,1
3082,3,8:56,536.0,14.9,2,2.0,2.16408,0,0.6400800000000001,johnson,185,frye,127,202.5,207.5,-5.0,28.0,32.0,-4.0,108.0,114.75,-6.75,9.0,8.0,1.0,1
7570,2,6:09,369.0,9.0,4,8.8,7.10184,1,0.94488,harden,150,miller,239,192.5,187.5,5.0,26.0,39.0,-13.0,99.0,90.0,9.0,5.0,15.0,-10.0,0
19328,1,10:04,604.0,13.5,3,5.0,2.65176,0,0.7924800000000001,thompson,319,temple,317,197.5,195.0,2.5,25.0,29.0,-4.0,96.75,87.75,9.0,3.0,4.0,-1.0,0
1171,4,2:07,127.0,18.8,0,0.7,1.2801600000000002,0,1.46304,chandler,72,antic,15,212.5,207.5,5.0,33.0,33.0,0.0,108.0,117.0,-9.0,13.0,1.0,12.0,1
631,3,2:25,145.0,10.3,0,0.6,6.736080000000001,1,1.61544,green,144,carter,68,195.0,195.0,0.0,28.0,38.0,-10.0,96.75,99.0,-2.25,5.0,16.0,-11.0,0
4290,1,5:59,359.0,21.0,0,1.0,0.7924800000000001,0,0.24384,thompson,319,jefferson,180,197.5,205.0,-7.5,25.0,30.0,-5.0,96.75,130.05,-33.30000000000001,3.0,10.0,-7.0,1
16185,2,1:21,81.0,24.0,0,0.1,0.27432,0,0.24384,davis,92,curry,88,205.0,185.0,20.0,22.0,25.0,-3.0,113.85,83.25,30.599999999999994,2.0,1.0,1.0,1
6045,1,4:49,289.0,15.8,1,1.4,1.00584,0,0.67056,gasol,132,dalembert,89,210.0,207.5,2.5,35.0,34.0,1.0,112.5,114.75,-2.25,13.0,12.0,1.0,0
12344,1,3:48,228.0,10.6,0,0.9,6.8580000000000005,1,1.4935200000000002,harris,152,schroder,295,187.5,182.5,5.0,32.0,22.0,10.0,86.4,77.4,9.0,10.0,1.0,9.0,0
5542,1,4:55,295.0,15.2,7,5.9,0.33528,0,2.34696,lillard,210,howard,169,187.5,207.5,-20.0,25.0,30.0,-5.0,87.75,119.25,-31.5,2.0,10.0,-8.0,1
7510,3,10:15,615.0,16.0,0,0.5,8.290560000000001,1,1.61544,curry,88,lopez,213,187.5,210.0,-22.5,27.0,27.0,0.0,85.5,123.75,-38.25,5.0,6.0,-1.0,0
19354,3,6:21,381.0,0.8,1,2.7,6.797040000000001,0,0.9144,butler,60,green,144,197.5,195.0,2.5,26.0,28.0,-2.0,99.0,96.75,2.25,3.0,5.0,-2.0,0
16033,2,6:25,385.0,11.0,3,3.2,6.03504,0,1.15824,lillard,210,lavine,204,187.5,192.5,-5.0,25.0,20.0,5.0,87.75,85.05,2.700000000000003,2.0,0.0,2.0,0
12914,1,8:23,503.0,24.0,0,0.2,1.12776,0,1.03632,butler,60,frye,127,197.5,207.5,-10.0,26.0,32.0,-6.0,99.0,114.75,-15.75,3.0,8.0,-5.0,1
17580,2,3:44,224.0,21.0,0,1.2,8.16864,1,1.95072,johnson,185,anthony,14,197.5,200.0,-2.5,34.0,31.0,3.0,108.0,108.0,0.0,13.0,11.0,2.0,0
3456,3,8:13,493.0,12.2,0,0.9,7.37616,1,1.7373600000000002,butler,60,chandler,72,197.5,212.5,-15.0,26.0,33.0,-7.0,99.0,108.0,-9.0,3.0,13.0,-10.0,1
10759,3,11:02,662.0,9.1,0,0.2,0.85344,0,0.18288,harris,152,hayward,156,202.5,200.0,2.5,23.0,25.0,-2.0,105.75,101.7,4.049999999999997,3.0,4.0,-1.0,1
15030,3,6:53,413.0,20.4,1,2.0,6.1874400000000005,0,3.26136,chandler,72,matthews,223,200.0,192.5,7.5,28.0,29.0,-1.0,101.25,99.0,2.25,7.0,5.0,2.0,1
18616,3,1:48,108.0,17.0,0,0.8,6.61416,0,1.76784,aldridge,7,adrien,2,207.5,197.5,10.0,30.0,29.0,1.0,117.0,110.25,6.75,8.0,4.0,4.0,0
219,1,11:03,663.0,11.2,3,5.8,6.4008,0,1.24968,butler,60,cunningham,87,197.5,200.0,-2.5,26.0,28.0,-2.0,99.0,103.5,-4.5,3.0,5.0,-2.0,0
16636,4,2:39,159.0,4.0,3,2.2,3.4747200000000005,0,0.7924800000000001,morris,246,crowder,86,205.0,195.0,10.0,26.0,25.0,1.0,110.25,105.75,4.5,3.0,2.0,1.0,0
6418,1,10:56,656.0,9.6,1,1.9,1.8288,0,0.06096,james,179,lowry,215,200.0,182.5,17.5,31.0,29.0,2.0,112.5,88.2,24.3,11.0,8.0,3.0,1
4826,1,1:38,98.0,12.2,9,6.2,3.93192,0,1.15824,williams,328,turner,320,182.5,207.5,-25.0,29.0,26.0,3.0,78.75,114.75,-36.0,9.0,1.0,8.0,0
7230,4,3:11,191.0,16.3,2,2.9,0.97536,0,0.33528,hill,163,grant,143,197.5,200.0,-2.5,24.0,21.0,3.0,101.25,94.5,6.75,1.0,0.0,1.0,0
7427,4,8:00,480.0,19.7,2,3.6,0.67056,0,0.21336,butler,60,hayward,156,197.5,200.0,-2.5,26.0,25.0,1.0,99.0,101.7,-2.700000000000003,3.0,4.0,-1.0,1
4036,2,4:41,281.0,10.5,0,0.8,7.37616,1,2.16408,curry,88,bledsoe,43,187.5,182.5,5.0,27.0,26.0,1.0,85.5,85.5,0.0,5.0,4.0,1.0,1
14636,1,9:16,556.0,1.5,0,1.6,6.37032,0,0.7924800000000001,johnson,185,morris,246,202.5,190.0,12.5,28.0,24.0,4.0,108.0,85.5,22.5,9.0,3.0,6.0,0
6781,3,11:12,672.0,11.5,0,0.9,5.7912,0,2.0726400000000003,davis,92,noel,257,205.0,207.5,-2.5,22.0,21.0,1.0,113.85,102.6,11.25,2.0,0.0,2.0,1
19900,1,10:47,647.0,8.3,0,4.6,0.85344,0,0.88392,james,179,batum,30,200.0,200.0,0.0,31.0,27.0,4.0,112.5,90.0,22.5,11.0,6.0,5.0,1
18582,2,9:32,572.0,20.8,0,1.0,0.42672,0,0.6096,williams,328,ilyasova,174,182.5,205.0,-22.5,29.0,28.0,1.0,78.75,105.75,-27.0,9.0,6.0,3.0,0
3691,3,9:17,557.0,14.9,0,1.2,7.13232,1,0.88392,thompson,319,ellis,113,197.5,187.5,10.0,25.0,30.0,-5.0,96.75,83.25,13.5,3.0,9.0,-6.0,1
13836,4,9:06,546.0,22.3,0,0.8,7.0408800000000005,1,1.7373600000000002,williams,328,nicholson,255,202.5,202.5,0.0,29.0,26.0,3.0,106.65,112.5,-5.849999999999994,9.0,2.0,7.0,0
12039,3,2:49,169.0,12.3,0,0.8,6.797040000000001,1,1.46304,jefferson,180,deng,97,197.5,202.5,-5.0,35.0,30.0,5.0,104.85,99.0,5.849999999999994,13.0,10.0,3.0,0
2129,4,4:36,276.0,11.5,0,0.9,7.40664,1,1.8288,johnson,185,stauskas,310,197.5,195.0,2.5,28.0,22.0,6.0,96.75,92.25,4.5,4.0,0.0,4.0,1
16863,2,6:15,375.0,21.3,0,0.9,2.01168,0,1.00584,green,144,lee,206,197.5,192.5,5.0,29.0,30.0,-1.0,92.25,90.0,2.25,7.0,6.0,1.0,0
15206,2,1:28,88.0,11.4,1,1.4,7.10184,1,1.55448,green,144,collison,79,202.5,180.0,22.5,29.0,28.0,1.0,105.75,78.75,27.0,6.0,5.0,1.0,0
15266,5,4:47,287.0,12.1,0,0.8,6.97992,1,0.762,chandler,72,bryant,55,200.0,195.0,5.0,28.0,37.0,-9.0,101.25,95.4,5.849999999999994,7.0,18.0,-11.0,0
19940,2,6:05,365.0,14.8,2,4.1,2.0726400000000003,0,0.33528,johnson,185,bryant,55,202.5,195.0,7.5,28.0,37.0,-9.0,112.5,95.4,17.099999999999994,5.0,18.0,-13.0,0
17446,4,2:04,124.0,14.4,12,8.7,3.53568,0,1.6764,curry,88,brewer,52,187.5,202.5,-15.0,27.0,29.0,-2.0,85.5,83.7,1.7999999999999972,5.0,7.0,-2.0,0
19669,2,3:08,188.0,17.0,0,0.9,0.67056,0,0.85344,johnson,185,harden,150,197.5,192.5,5.0,28.0,26.0,2.0,96.75,99.0,-2.25,4.0,5.0,-1.0,1
4207,7,1:20,80.0,6.0,7,7.5,2.65176,0,0.6400800000000001,aldridge,7,bonner,46,207.5,205.0,2.5,30.0,35.0,-5.0,117.0,105.75,11.25,8.0,10.0,-2.0,1
990,4,9:55,595.0,10.8,14,12.5,5.7912,0,1.12776,williams,328,mirotic,242,182.5,205.0,-22.5,33.0,24.0,9.0,89.1,99.0,-9.900000000000006,11.0,0.0,11.0,0
6587,1,4:35,275.0,17.0,8,6.5,5.486400000000001,0,1.76784,lillard,210,stuckey,313,187.5,192.5,-5.0,25.0,29.0,-4.0,87.75,94.5,-6.75,2.0,7.0,-5.0,0
8250,3,5:43,343.0,17.4,0,0.7,1.9812,0,0.6096,barnes,26,ariza,16,197.5,200.0,-2.5,35.0,30.0,5.0,101.7,96.75,4.950000000000003,11.0,10.0,1.0,1
187,1,11:26,686.0,4.6,0,0.9,7.650480000000001,1,2.34696,hill,163,bryant,55,197.5,195.0,2.5,24.0,37.0,-13.0,101.25,95.4,5.849999999999994,1.0,18.0,-17.0,0
4520,2,1:03,63.0,17.2,1,2.4,5.24256,0,1.9812,harris,152,lillard,210,187.5,187.5,0.0,32.0,25.0,7.0,86.4,87.75,-1.3499999999999943,10.0,2.0,8.0,0
17808,2,3:41,221.0,4.0,0,0.8,7.71144,1,1.34112,thompson,319,martin,222,197.5,197.5,0.0,25.0,31.0,-6.0,96.75,99.0,-2.25,3.0,6.0,-3.0,1
14016,2,2:09,129.0,19.4,0,0.9,0.85344,0,2.01168,butler,60,caldwell-pope,64,197.5,192.5,5.0,36.0,22.0,14.0,96.75,92.25,4.5,11.0,1.0,10.0,1
15680,3,2:22,142.0,20.7,1,1.4,0.48768,0,1.79832,williams,328,allen,8,182.5,202.5,-20.0,29.0,26.0,3.0,78.75,117.0,-38.25,9.0,3.0,6.0,1
6533,1,1:09,69.0,18.6,0,0.8,1.2801600000000002,0,0.94488,butler,60,bogdanovic,44,197.5,200.0,-2.5,26.0,26.0,0.0,99.0,97.2,1.7999999999999972,3.0,0.0,3.0,1
9233,5,0:28,28.0,16.9,7,7.0,7.7724,1,1.46304,lillard,210,ellis,113,187.5,187.5,0.0,25.0,30.0,-5.0,87.75,83.25,4.5,2.0,9.0,-7.0,0
15963,3,0:03,3.0,1.5,24,21.8,5.91312,0,1.43256,harden,150,prince,280,192.5,202.5,-10.0,26.0,35.0,-9.0,99.0,95.4,3.5999999999999943,5.0,12.0,-7.0,0
16542,4,5:57,357.0,12.9,0,1.1,7.58952,1,1.2192,james,179,jerebko,183,200.0,205.0,-5.0,31.0,28.0,3.0,112.5,103.95,8.549999999999997,11.0,4.0,7.0,1
19120,1,6:52,412.0,10.7,0,0.7,1.58496,0,0.6400800000000001,aldridge,7,jefferson,180,207.5,205.0,2.5,30.0,30.0,0.0,117.0,130.05,-13.050000000000011,8.0,10.0,-2.0,1
8839,2,3:21,201.0,19.4,1,1.4,1.524,0,0.12192,harden,150,crabbe,84,192.5,195.0,-2.5,26.0,23.0,3.0,99.0,94.5,4.5,5.0,1.0,4.0,0
15773,4,3:07,187.0,21.6,1,1.5,1.12776,0,0.21336,lillard,210,antic,15,187.5,207.5,-20.0,25.0,33.0,-8.0,87.75,117.0,-29.25,2.0,1.0,1.0,1
20119,4,1:59,119.0,13.1,1,1.7,5.54736,0,0.88392,aldridge,7,bonner,46,207.5,205.0,2.5,30.0,35.0,-5.0,117.0,105.75,11.25,8.0,10.0,-2.0,0
14546,1,1:26,86.0,2.9,17,15.1,1.79832,0,1.00584,james,179,gibson,135,200.0,202.5,-2.5,31.0,30.0,1.0,112.5,101.25,11.25,11.0,5.0,6.0,0
9155,4,10:05,605.0,10.4,0,1.0,6.583680000000001,1,1.61544,butler,60,sloan,304,197.5,187.5,10.0,35.0,27.0,8.0,102.6,92.25,10.349999999999994,12.0,3.0,9.0,1
7468,2,3:56,236.0,14.3,0,0.8,7.528560000000001,0,1.12776,butler,60,anderson,12,197.5,195.0,2.5,36.0,33.0,3.0,96.75,99.0,-2.25,11.0,5.0,6.0,0
4686,4,4:24,264.0,14.3,10,10.3,0.85344,0,0.57912,harden,150,morris,246,192.5,190.0,2.5,26.0,24.0,2.0,99.0,85.5,13.5,5.0,3.0,2.0,0
7178,2,1:45,105.0,5.0,0,2.2,2.25552,0,0.54864,james,179,ariza,16,200.0,200.0,0.0,31.0,30.0,1.0,112.5,96.75,15.75,11.0,10.0,1.0,0
2426,4,4:38,278.0,4.5,0,0.8,6.126480000000001,0,1.46304,morris,246,stauskas,310,205.0,195.0,10.0,26.0,22.0,4.0,110.25,92.25,18.0,3.0,0.0,3.0,1
8135,2,1:29,89.0,16.0,6,6.0,7.37616,1,1.7373600000000002,harden,150,holiday,165,192.5,190.0,2.5,26.0,25.0,1.0,99.0,92.25,6.75,5.0,5.0,0.0,0
14758,1,7:08,428.0,17.9,8,6.8,2.286,0,0.48768,johnson,185,conley,80,197.5,182.5,15.0,34.0,28.0,6.0,108.0,78.75,29.25,13.0,7.0,6.0,0
18768,3,7:23,443.0,20.2,0,1.2,1.4935200000000002,0,0.09144,harris,152,butler,60,202.5,197.5,5.0,23.0,35.0,-12.0,105.75,102.6,3.1500000000000057,3.0,12.0,-9.0,1
10374,3,11:04,664.0,8.5,0,0.7,7.650480000000001,1,1.79832,harris,152,chalmers,71,202.5,185.0,17.5,23.0,29.0,-6.0,105.75,85.5,20.25,3.0,6.0,-3.0,0
11537,3,8:46,526.0,3.9,3,9.5,6.492240000000001,0,1.31064,james,179,barnes,26,200.0,200.0,0.0,31.0,23.0,8.0,112.5,94.5,18.0,11.0,2.0,9.0,1
1559,3,6:31,391.0,4.7,3,2.8,2.68224,0,0.7924800000000001,gasol,132,lopez,213,212.5,210.0,2.5,30.0,27.0,3.0,114.75,123.75,-9.0,6.0,6.0,0.0,0
15642,1,9:49,589.0,8.7,1,0.9,6.97992,1,1.4935200000000002,hill,163,gordon,140,197.5,202.5,-5.0,24.0,20.0,4.0,101.25,99.0,2.25,1.0,0.0,1.0,1
12939,2,9:08,548.0,23.9,0,0.3,4.08432,0,1.31064,morris,246,hawes,154,202.5,212.5,-10.0,26.0,27.0,-1.0,105.75,110.25,-4.5,3.0,7.0,-4.0,0
10281,3,8:19,499.0,9.6,1,2.2,5.57784,0,1.03632,aldridge,7,davis,92,207.5,205.0,2.5,30.0,22.0,8.0,117.0,113.85,3.1500000000000057,8.0,2.0,6.0,1
11589,1,8:37,517.0,24.0,0,2.4,0.9144,0,0.85344,aldridge,7,singler,303,207.5,200.0,7.5,30.0,27.0,3.0,117.0,102.6,14.400000000000006,8.0,2.0,6.0,0
3994,2,1:57,117.0,6.2,1,1.2,4.6634400000000005,0,0.70104,butler,60,nelson,254,197.5,180.0,17.5,26.0,33.0,-7.0,99.0,85.5,13.5,3.0,10.0,-7.0,1
7566,1,8:20,500.0,15.9,1,1.9,6.1874400000000005,0,1.43256,gay,133,baynes,32,200.0,205.0,-5.0,29.0,29.0,0.0,103.5,117.0,-13.5,8.0,2.0,6.0,1
12931,2,1:39,99.0,3.3,1,2.8,3.68808,0,0.6096,aldridge,7,davis,92,207.5,205.0,2.5,30.0,22.0,8.0,117.0,113.85,3.1500000000000057,8.0,2.0,6.0,0
3983,4,7:01,421.0,13.6,0,1.1,6.797040000000001,1,1.8288,morris,246,lin,211,202.5,187.5,15.0,26.0,27.0,-1.0,105.75,90.0,15.75,3.0,4.0,-1.0,1
19774,1,3:36,216.0,2.5,0,0.8,7.802880000000001,1,1.85928,harris,152,deng,97,202.5,202.5,0.0,23.0,30.0,-7.0,105.75,99.0,6.75,3.0,10.0,-7.0,1
2794,4,8:57,537.0,2.9,2,5.3,6.21792,0,1.34112,butler,60,hairston,147,197.5,195.0,2.5,26.0,23.0,3.0,99.0,103.5,-4.5,3.0,0.0,3.0,1
11287,1,8:13,493.0,18.8,2,3.3,4.63296,0,0.9144,thompson,319,bogdanovic,44,197.5,200.0,-2.5,25.0,26.0,-1.0,96.75,97.2,-0.4500000000000028,3.0,0.0,3.0,1
4449,3,5:26,326.0,10.0,1,2.6,7.40664,1,1.55448,curry,88,burke,58,187.5,182.5,5.0,27.0,23.0,4.0,85.5,85.95,-0.4500000000000028,5.0,1.0,4.0,1
12406,4,10:44,644.0,10.0,0,1.1,1.15824,0,0.06096,green,144,harden,150,197.5,192.5,5.0,25.0,26.0,-1.0,103.5,99.0,4.5,2.0,5.0,-3.0,1
17971,1,1:03,63.0,9.0,1,3.8,2.8346400000000003,0,0.85344,jefferson,180,haslem,153,205.0,200.0,5.0,30.0,35.0,-5.0,130.05,105.75,24.30000000000001,10.0,11.0,-1.0,1
14592,4,9:21,561.0,21.3,0,0.9,7.37616,1,2.5603200000000004,butler,60,middleton,237,197.5,200.0,-2.5,35.0,24.0,11.0,102.6,105.3,-2.700000000000003,12.0,2.0,10.0,0
38,4,6:10,370.0,12.8,0,1.0,8.10768,1,1.95072,johnson,185,chandler,72,197.5,212.5,-15.0,34.0,33.0,1.0,108.0,108.0,0.0,13.0,13.0,0.0,1
18979,1,9:10,550.0,10.7,0,0.8,5.1816,0,1.31064,gay,133,durant,110,200.0,202.5,-2.5,29.0,27.0,2.0,103.5,108.0,-4.5,8.0,7.0,1.0,1
15934,1,8:59,539.0,10.3,4,3.0,1.3716000000000002,0,0.6400800000000001,lillard,210,bradley,50,187.5,185.0,2.5,25.0,25.0,0.0,87.75,81.0,6.75,2.0,4.0,-2.0,0
15169,1,5:00,300.0,4.4,1,7.9,1.55448,0,0.54864,gay,133,butler,60,200.0,197.5,2.5,29.0,35.0,-6.0,103.5,102.6,0.9000000000000057,8.0,12.0,-4.0,0
